Date,Returns,Volatility,Extreme_3sigma,Extreme_2sigma,Extreme_p95
2015-04-10,0.004266882025333096,0.012839939740844583,False,False,False
2015-04-13,-0.0019669378660734926,0.012558481645314312,False,False,False
2015-04-14,-0.004336102738683345,0.012538625090146733,False,False,False
2015-04-15,0.0038005622915204818,0.012555389342452733,False,False,False
2015-04-16,-0.004811397458695854,0.012534370282854779,False,False,False
2015-04-17,-0.011254561790892792,0.012335997324216336,False,False,False
2015-04-20,0.022845437062194662,0.013042718444557934,False,False,False
2015-04-21,-0.005407362143589056,0.013061990738683062,False,False,False
2015-04-22,0.013473966471371668,0.01267781586574186,False,False,False
2015-04-23,0.008163686870487075,0.012192206438011239,False,False,False
2015-04-24,0.004704295950687554,0.011824501103825186,False,False,False
2015-04-27,0.01819145904198116,0.012087121846277735,False,False,False
2015-04-28,-0.015755554530141103,0.012415599253020992,False,False,False
2015-04-29,-0.014706019612499066,0.012416055556638534,False,False,False
2015-04-30,-0.02712986782557658,0.013220342440601676,False,True,False
2015-05-01,0.03036347817265317,0.014318179345583704,False,True,False
2015-05-04,-0.0019384532674677768,0.014114947809676351,False,False,False
2015-05-05,-0.022533475138611925,0.014616595868412335,False,False,False
2015-05-06,-0.006279516306817112,0.014641803181824457,False,False,False
2015-05-07,0.00618524595268144,0.013846433734542482,False,False,False
2015-05-08,0.018840921129042343,0.01419594443474682,False,False,False
2015-05-11,-0.010186866863866384,0.014250650115361528,False,False,False
2015-05-12,-0.0035622203766921823,0.013511766590983989,False,False,False
2015-05-13,0.0011122110509733663,0.01319333566724322,False,False,False
2015-05-14,0.023331572675275858,0.013818731236482777,False,False,False
2015-05-15,-0.001395773886185614,0.013761046486680806,False,False,False
2015-05-18,0.011027443644122448,0.013597267047861378,False,False,False
2015-05-19,-0.0009217184656266086,0.013429561729907133,False,False,False
2015-05-20,-7.702845182844253e-05,0.013405050062029671,False,False,False
2015-05-21,0.010226072764110139,0.013454797235739,False,False,False
2015-05-22,0.008752315777637909,0.013511685210691623,False,False,False
2015-05-26,-0.022030886223013635,0.014175855451021027,False,False,False
2015-05-27,0.018670027928455957,0.014498288791321364,False,False,False
2015-05-28,-0.0019692378642084396,0.014508048542005353,False,False,False
2015-05-29,-0.01138250235626359,0.014655954580115557,False,False,False
2015-06-01,0.00199538258583698,0.014462570249371429,False,False,False
2015-06-02,-0.004442866224151909,0.013938930024977527,False,False,False
2015-06-03,0.0012311988537214713,0.013888870856945647,False,False,False
2015-06-04,-0.005840691578823054,0.013740704183562935,False,False,False
2015-06-05,-0.005488739413926358,0.013701467266831304,False,False,False
2015-06-08,-0.00660694429265285,0.013722208267860128,False,False,False
2015-06-09,-0.00297345996240872,0.013269444509758371,False,False,False
2015-06-10,0.011458064632973386,0.013163929134964572,False,False,False
2015-06-11,-0.0022500786709129805,0.012884385842274044,False,False,False
2015-06-12,-0.011042616373816982,0.012012731368707934,False,False,False
2015-06-15,-0.00196613347950092,0.01063493110739134,False,False,False
2015-06-16,0.005357708428836538,0.010680334310117069,False,False,False
2015-06-17,-0.002351035463268314,0.009818922465170807,False,False,False
2015-06-18,0.004555943602149393,0.009756965973308261,False,False,False
2015-06-19,-0.010009131334018151,0.009903746803241976,False,False,False
2015-06-22,0.007977937849023231,0.009391687516903316,False,False,False
2015-06-23,-0.004545076115677893,0.00923502316587108,False,False,False
2015-06-24,0.008502093540152522,0.0093265054390953,False,False,False
2015-06-25,-0.004761757338376249,0.009377554635940212,False,False,False
2015-06-26,-0.00588233159023166,0.008381806739249485,False,False,False
2015-06-29,-0.01751495008736803,0.008936864534373213,False,False,False
2015-06-30,0.007227258817330551,0.008785023377188863,False,False,False
2015-07-01,0.00932795206117043,0.008993199378151857,False,False,False
2015-07-02,-0.001263807653141602,0.008992238513407488,False,False,False
2015-07-06,-0.0034798017840703688,0.008752374298433728,False,False,False
2015-07-07,-0.002460473425203613,0.008542629585675122,False,False,False
2015-07-08,-0.02482281246180429,0.00878321340072974,False,True,False
2015-07-09,-0.020396571383926365,0.008532254805095145,False,True,False
2015-07-10,0.026734167672122666,0.010126922418048965,False,True,False
2015-07-13,0.019305795166935757,0.010698143821249392,False,False,False
2015-07-14,-0.00039777538514740307,0.01068281168736591,False,False,False
2015-07-15,0.00963295791683394,0.01084459579394107,False,False,False
2015-07-16,0.01332589525791028,0.011141841184805712,False,False,False
2015-07-17,0.008637471254673512,0.011209388121816958,False,False,False
2015-07-20,0.01890145440629709,0.011663298152613868,False,False,False
2015-07-21,-0.00999464257339755,0.011754933204182964,False,False,False
2015-07-22,-0.04229440985248578,0.014142998861566915,False,True,True
2015-07-23,-0.00047938931574942334,0.01396222738524828,False,False,False
2015-07-24,-0.005273220551896052,0.013983343991272592,False,False,False
2015-07-27,-0.01389563715214992,0.014063599504555343,False,False,False
2015-07-28,0.004968737007349233,0.014105408410239462,False,False,False
2015-07-29,-0.003161117970521765,0.014061902226765271,False,False,False
2015-07-30,-0.005040965001540387,0.014078525739222613,False,False,False
2015-07-31,-0.008743919965730318,0.01409978534228099,False,False,False
2015-08-03,-0.02357786599648659,0.014586003541200121,False,False,False
2015-08-04,-0.03208372523016778,0.015439053211507433,False,True,False
2015-08-05,0.006629367859288138,0.015546153274795213,False,False,False
2015-08-06,0.002176131751285393,0.015426109012978174,False,False,False
2015-08-07,0.0033874266762017324,0.01547095814400295,False,False,False
2015-08-10,0.0363573719845387,0.017043373082489568,False,True,False
2015-08-11,-0.052037918024526175,0.019185277376170765,False,True,True
2015-08-12,0.015419864778288161,0.01938955610294647,False,False,False
2015-08-13,-0.000781228654473276,0.019264590386016325,False,False,False
2015-08-14,0.007034487130388234,0.019347157622242695,False,False,False
2015-08-17,0.010348382413785773,0.019488378380437443,False,False,False
2015-08-18,-0.005633503240648929,0.01949908782372285,False,False,False
2015-08-19,-0.01278954426113843,0.019137922378064644,False,False,False
2015-08-20,-0.020520022206266253,0.01914207377179888,False,False,False
2015-08-21,-0.06116297603583254,0.021236996569297888,False,True,True
2015-08-24,-0.024961780999556038,0.02104677904372146,False,False,False
2015-08-25,0.006012227619955457,0.021140048394213642,False,False,False
2015-08-26,0.05735487640879833,0.023962912232239276,False,True,True
2015-08-27,0.02944638764753038,0.024547625097908535,False,False,False
2015-08-28,0.0032768434397432156,0.02447292383740914,False,False,False
2015-08-31,-0.004678213581771118,0.024086402001368794,False,False,False
2015-09-01,-0.04469667303855884,0.025152975084094774,False,False,True
2015-09-02,0.04288861449622616,0.025713961107915687,False,False,True
2015-09-03,-0.017535645386247523,0.0258413363932738,False,False,False
2015-09-04,-0.009966898904193111,0.025865330594927828,False,False,False
2015-09-08,0.02782125718954398,0.026422878514473693,False,False,False
2015-09-09,-0.019232351829930328,0.026556876669523267,False,False,False
2015-09-10,0.02197007753879454,0.026954206762204277,False,False,False
2015-09-11,0.0145686221677499,0.027126279226033542,False,False,False
2015-09-14,0.009631492014918974,0.027171274545247134,False,False,False
2015-09-15,0.008411839214313321,0.026888117780160446,False,False,False
2015-09-16,0.0011181454984816597,0.026201276153507008,False,False,False
2015-09-17,-0.021390061905681046,0.02649130437074329,False,False,False
2015-09-18,-0.0041257621617395435,0.026498940413181998,False,False,False
2015-09-21,0.015513519877907278,0.026646811250464433,False,False,False
2015-09-22,-0.01571027116867718,0.025899476932485413,False,False,False
2015-09-23,0.008112629042394959,0.024117558124916793,False,False,False
2015-09-24,0.005948392406691427,0.023977434797489202,False,False,False
2015-09-25,-0.0025217406102684414,0.0239820189456723,False,False,False
2015-09-28,-0.01978899839429693,0.02421542809516619,False,False,False
2015-09-29,-0.030060245606125524,0.024696273812872205,False,False,False
2015-09-30,0.01136969381256736,0.02480700817666346,False,False,False
2015-10-01,-0.0065278122676500905,0.024735184264464447,False,False,False
2015-10-02,0.007300800044297562,0.024510815308759266,False,False,False
2015-10-05,0.0036236348524256723,0.021659667781952698,False,False,False
2015-10-06,0.004784133829793147,0.021066359835551027,False,False,False
2015-10-07,-0.004761354870879808,0.021100877491926996,False,False,False
2015-10-08,-0.011554377825587103,0.018503711717555743,False,False,False
2015-10-09,0.023926719662326512,0.01822730647618559,False,False,False
2015-10-12,-0.004637696192331897,0.018234378054936266,False,False,False
2015-10-13,0.001702486393916347,0.018219237338364783,False,False,False
2015-10-14,-0.014133661739952674,0.01640530596930424,False,False,False
2015-10-15,0.014971554479620952,0.014637457564627823,False,False,False
2015-10-16,-0.007330698360283994,0.0143322230808449,False,False,False
2015-10-19,0.00621407623299941,0.014236633034434305,False,False,False
2015-10-20,0.018258079926016135,0.013708959600694945,False,False,False
2015-10-21,-8.766764312817532e-05,0.01319360250879432,False,False,False
2015-10-22,0.015295368675420029,0.012883196151377622,False,False,False
2015-10-23,0.030995639746707493,0.013799074784326815,False,True,False
2015-10-26,-0.031911469262399406,0.014986712643207214,False,True,False
2015-10-27,-0.006332484124149218,0.014946448788715502,False,False,False
2015-10-28,0.04120493210672338,0.016767063195347688,False,True,True
2015-10-29,0.010564224174582026,0.016307965123184043,False,False,False
2015-10-30,-0.008545589424607036,0.016385090237237672,False,False,False
2015-11-02,0.014058688246703088,0.01634540012749617,False,False,False
2015-11-03,0.011470505444888923,0.016091869788518086,False,False,False
2015-11-04,-0.004650480975835092,0.016113091885426055,False,False,False
2015-11-05,-0.004609883983591301,0.016145812576972767,False,False,False
2015-11-06,0.001157756182505132,0.01612468972968534,False,False,False
2015-11-09,-0.00404742512886147,0.01563776472301833,False,False,False
2015-11-10,-0.03151706416835964,0.01574454930058665,False,True,False
2015-11-11,-0.005651989209419339,0.015722133388594222,False,False,False
2015-11-12,-0.0033591636186035556,0.01567361512925494,False,False,False
2015-11-13,-0.02920836415797423,0.016641734627457137,False,False,False
2015-11-16,0.016378956012431667,0.01687599239365544,False,False,False
2015-11-17,-0.004291823490889191,0.01689250235625217,False,False,False
2015-11-18,0.03166548405398162,0.017752455149350112,False,False,False
2015-11-19,0.01270327477297295,0.01765656110014772,False,False,False
2015-11-20,0.004377803580352557,0.017213097675064366,False,False,False
2015-11-23,-0.012992138669764675,0.017396760745061773,False,False,False
2015-11-24,0.009596670869173929,0.017450500121432913,False,False,False
2015-11-25,-0.007150204464722254,0.01726878331335783,False,False,False
2015-11-27,-0.0018639796348959292,0.017124967932489136,False,False,False
2015-11-30,0.004159438825110273,0.017037051112453485,False,False,False
2015-12-01,-0.008115087075939886,0.01712694429690525,False,False,False
2015-12-02,-0.00903384411871655,0.016953051427647126,False,False,False
2015-12-03,-0.009287599837425886,0.017056460544666086,False,False,False
2015-12-04,0.03324639131712326,0.01788101676089261,False,False,False
2015-12-07,-0.006300933460420488,0.017021077392249263,False,False,False
2015-12-08,-0.00042283049075986234,0.015916789659239625,False,False,False
2015-12-09,-0.022075345708945537,0.01642200844069061,False,False,False
2015-12-10,0.004756533177729283,0.014555139688022897,False,False,False
2015-12-11,-0.025737868703571976,0.015091289994040046,False,False,False
2015-12-14,-0.006184729267565414,0.01506125895057066,False,False,False
2015-12-15,-0.017692167236915468,0.015026562321276374,False,False,False
2015-12-16,0.007692999575259041,0.014918096473033724,False,False,False
2015-12-17,-0.02119617285240516,0.015284532500614696,False,False,False
2015-12-18,-0.027069149528120118,0.015879226443759945,False,False,False
2015-12-21,0.01226061053090266,0.016136876549344616,False,False,False
2015-12-22,-0.0009317003501017052,0.016145776899998358,False,False,False
2015-12-23,0.012869633244861234,0.015538193795433574,False,False,False
2015-12-24,-0.0053404266302473635,0.015535976811294594,False,False,False
2015-12-28,-0.011200757247060378,0.015620411196959895,False,False,False
2015-12-29,0.01797428738149298,0.015213352753569803,False,False,False
2015-12-30,-0.013058740307718697,0.015003444393719903,False,False,False
2015-12-31,-0.019194701119590984,0.015326726604721515,False,False,False
2016-01-04,0.0008548682244144956,0.013930452534671442,False,False,False
2016-01-05,-0.025059236204222235,0.014122628350725468,False,False,False
2016-01-06,-0.019569709434188343,0.01426571783376295,False,False,False
2016-01-07,-0.04220446007717926,0.015715547508412607,False,True,True
2016-01-08,0.0052874996334923985,0.015582392823081125,False,False,False
2016-01-11,0.016192182578501413,0.01612986827099997,False,False,False
2016-01-12,0.014513585625817171,0.016542178812289574,False,False,False
2016-01-13,-0.025710249566448407,0.016847487026570386,False,False,False
2016-01-14,0.02187076541030697,0.017609848406305258,False,False,False
2016-01-15,-0.024015232151111787,0.017928192646579577,False,False,False
2016-01-19,-0.0048389616866511,0.017916954507213773,False,False,False
2016-01-20,0.0013447115056623993,0.01641057890956589,False,False,False
2016-01-21,-0.005062225832594747,0.016413278605782677,False,False,False
2016-01-22,0.05316695690471418,0.01970577296486232,False,True,True
2016-01-25,-0.01952252061426174,0.019634484377020797,False,False,False
2016-01-26,0.005530899516981158,0.01964802176717131,False,False,False
2016-01-27,-0.06570665164490208,0.022293646697615004,False,True,True
2016-01-28,0.007171989724247929,0.02242556652264128,False,False,False
2016-01-29,0.03454124865157504,0.023465036566424884,False,False,False
2016-02-01,-0.009348701781284885,0.02337965513751718,False,False,False
2016-02-02,-0.020222032586404204,0.023356353113918933,False,False,False
2016-02-03,0.019792649615127278,0.02336072943226964,False,False,False
2016-02-04,0.008035404388380796,0.023278640140907327,False,False,False
2016-02-05,-0.02670829434852795,0.023669749230835105,False,False,False
2016-02-08,0.010529801794028737,0.023616310695113406,False,False,False
2016-02-09,-0.00021041184633230348,0.02362483042341226,False,False,False
2016-02-10,-0.007579963950537727,0.02359509378570779,False,False,False
2016-02-11,-0.006046400652716222,0.023238860252153368,False,False,False
2016-02-12,0.0030948844401885722,0.023221029189885396,False,False,False
2016-02-16,0.028194574786797988,0.023755284304290546,False,False,False
2016-02-17,0.015314472788816369,0.023969107940216738,False,False,False
2016-02-18,-0.018956389468750112,0.023791077390644337,False,False,False
2016-02-19,-0.002285261865502708,0.023551588344327357,False,False,False
2016-02-22,0.00874611225073152,0.022290650152764078,False,False,False
2016-02-23,-0.022605018403092036,0.022665665882290242,False,False,False
2016-02-24,0.014890830710272196,0.022634120129791938,False,False,False
2016-02-25,0.006867722537760024,0.02250303738490605,False,False,False
2016-02-26,0.0015500694483576716,0.02200131410911794,False,False,False
2016-02-29,-0.0022704550026678705,0.021621510526814502,False,False,False
2016-03-01,0.03971490658880117,0.022355215556654866,False,False,True
2016-03-02,0.0021883625280088026,0.02232252957280944,False,False,False
2016-03-03,0.007443995710615603,0.022345955676452246,False,False,False
2016-03-04,0.014876959915909094,0.022424790740612897,False,False,False
2016-03-07,-0.011067100068802738,0.02041372231489355,False,False,False
2016-03-08,-0.008245577689833139,0.02013361234933212,False,False,False
2016-03-09,0.0008906841744524829,0.0201146859538219,False,False,False
2016-03-10,0.000494911034409462,0.015724458855934525,False,False,False
2016-03-11,0.010773709907843543,0.015771407807037667,False,False,False
2016-03-14,0.0025424112523642073,0.014609539417090518,False,False,False
2016-03-15,0.020093779904421627,0.014807544873388407,False,False,False
2016-03-16,0.013291387142709832,0.014249269391712175,False,False,False
2016-03-17,-0.001604476860968318,0.013970081872198151,False,False,False
2016-03-18,0.0011343545807573907,0.013947896538432581,False,False,False
2016-03-21,-9.42899325876434e-05,0.01277954216923823,False,False,False
2016-03-22,0.007647667865362084,0.01273996579999558,False,False,False
2016-03-23,-0.005528270894291087,0.012836616029060666,False,False,False
2016-03-24,-0.004334229888942498,0.012750941229716909,False,False,False
2016-03-28,-0.004542442569771876,0.012713427278808942,False,False,False
2016-03-29,0.023671310569575166,0.013211512872312814,False,False,False
2016-03-30,0.017459142292385543,0.01268607545190572,False,False,False
2016-03-31,-0.005202421670453261,0.012622937610240541,False,False,False
2016-04-01,0.009174835303926487,0.011915775555707988,False,False,False
2016-04-04,0.010273901790836204,0.011888942875732868,False,False,False
2016-04-05,-0.011789112113710587,0.012248049769380211,False,False,False
2016-04-06,0.010472563568055593,0.011189663867709865,False,False,False
2016-04-07,-0.02180957907833736,0.012082246672585773,False,False,False
2016-04-08,0.0011054860977932623,0.012083121248986185,False,False,False
2016-04-11,0.0033130282579398873,0.012075362861464873,False,False,False
2016-04-12,0.01302536683676414,0.01212418533349748,False,False,False
2016-04-13,0.014487398596642054,0.010342328293443604,False,False,False
2016-04-14,0.0005355134144688911,0.010354896219477033,False,False,False
2016-04-15,-0.020071497033181673,0.011189156733600616,False,False,False
2016-04-18,-0.021574916729813154,0.011784504433572212,False,False,False
2016-04-19,-0.0053031802800469485,0.011618636509071164,False,False,False
2016-04-20,0.002057611873148124,0.011466522475650063,False,False,False
2016-04-21,-0.010827619650963016,0.011703454212667544,False,False,False
2016-04-22,-0.0027370113960487608,0.011729101150253484,False,False,False
2016-04-25,-0.005677338687965827,0.011666007553858965,False,False,False
2016-04-26,-0.006946925212144683,0.011750328562328124,False,False,False
2016-04-27,-0.06257783917163229,0.015970898197922623,True,True,True
2016-04-28,-0.03056636126208534,0.016511671278768826,False,False,False
2016-04-29,-0.011494358687725192,0.016569887183367694,False,False,False
2016-05-02,-0.0010669409569995514,0.016551731711906353,False,False,False
2016-05-03,0.01644612391441158,0.016955636241981827,False,False,False
2016-05-04,-0.010401381484800076,0.01686964882407631,False,False,False
2016-05-05,-0.004058982205744743,0.016867234544743714,False,False,False
2016-05-06,-0.005576882215934553,0.01686969735712165,False,False,False
2016-05-09,0.000754934086048431,0.016891607019821685,False,False,False
2016-05-10,0.006789099864571879,0.01621132252912605,False,False,False
2016-05-11,-0.009740608296530895,0.015699579498780297,False,False,False
2016-05-12,-0.0234570758026158,0.01604562991144837,False,False,False
2016-05-13,0.0019927849726932845,0.015865398469813705,False,False,False
2016-05-16,0.03711882379225839,0.01749670285498739,False,True,True
2016-05-17,-0.004154369772721989,0.017453822129676604,False,False,False
2016-05-18,0.01144525134954888,0.017484428746872813,False,False,False
2016-05-19,-0.003807171287791289,0.017192897270708933,False,False,False
2016-05-20,0.010828092406607315,0.01739008931906133,False,False,False
2016-05-23,0.012707182046960197,0.017610272745393448,False,False,False
2016-05-24,0.015244452687982468,0.017687562170953405,False,False,False
2016-05-25,0.0175687537401763,0.017805100937442003,False,False,False
2016-05-26,0.007930317624723404,0.017914486546747845,False,False,False
2016-05-27,-0.0005975043088601861,0.017636677149072088,False,False,False
2016-05-31,-0.004883317012238986,0.017278919760101718,False,False,False
2016-06-01,-0.014019378684690387,0.017407444670894775,False,False,False
2016-06-02,-0.007515739210439021,0.017410843705187792,False,False,False
2016-06-03,0.002046737086793149,0.017362441023317098,False,False,False
2016-06-06,0.007250580266652706,0.017448919382430615,False,False,False
2016-06-07,0.004055791702141098,0.01746764989638899,False,False,False
2016-06-08,-0.0009087466512530673,0.017438951651062653,False,False,False
2016-06-09,0.007175831560946033,0.013118869244926185,False,False,False
2016-06-10,-0.008228373885043716,0.011842998623871837,False,False,False
2016-06-13,-0.015076995158569972,0.011997153170890649,False,False,False
2016-06-14,0.001233042526824768,0.011987338906960174,False,False,False
2016-06-15,-0.003283549946888842,0.011682393152900457,False,False,False
2016-06-16,0.00422096745536038,0.011496110174576236,False,False,False
2016-06-17,-0.02275754913177752,0.012284138769284423,False,False,False
2016-06-20,-0.0024128101111119404,0.012240901956403726,False,False,False
2016-06-21,0.00851740847189908,0.012319143020546581,False,False,False
2016-06-22,-0.003753670427736888,0.0123038659100191,False,False,False
2016-06-23,0.0057565303607503004,0.012169580661869133,False,False,False
2016-06-24,-0.02809568708988286,0.012519943838371626,False,True,False
2016-06-27,-0.014561024495692187,0.0128437881492505,False,False,False
2016-06-28,0.01684019266041359,0.011298072903647954,False,False,False
2016-06-29,0.008654740789493909,0.0113790159806889,False,False,False
2016-06-30,0.012711610616862101,0.011423718208725855,False,False,False
2016-07-01,0.003033739565697191,0.011404523807844614,False,False,False
2016-07-05,-0.009385566981520488,0.011379921512024603,False,False,False
2016-07-06,0.0056845531159330775,0.01117960653775743,False,False,False
2016-07-07,0.004292016877633031,0.010829458355518943,False,False,False
2016-07-08,0.007712888777104077,0.010399713620754408,False,False,False
2016-07-11,0.003103045384529546,0.010294460752017542,False,False,False
2016-07-12,0.00453699097771576,0.01034576584730815,False,False,False
2016-07-13,-0.005645431382380384,0.010356724556030877,False,False,False
2016-07-14,0.01982034282644074,0.010721771642456687,False,False,False
2016-07-15,-0.00010158405492521894,0.010623566344607392,False,False,False
2016-07-18,0.010629896871682032,0.010783414080073325,False,False,False
2016-07-19,0.0004010974095538522,0.010712227480269459,False,False,False
2016-07-20,0.000900935354671395,0.010691300688410807,False,False,False
2016-07-21,-0.005302360298143682,0.010739365992238535,False,False,False
2016-07-22,-0.0077439487236110605,0.010751627755557968,False,False,False
2016-07-25,-0.013379540342998486,0.010922768290701483,False,False,False
2016-07-26,-0.0068830289960973845,0.010643224359566439,False,False,False
2016-07-27,0.0649635886859461,0.015964140877786075,True,True,True
2016-07-28,0.01350151516376008,0.016068221376111094,False,False,False
2016-07-29,-0.0012457790830853188,0.0160791276868514,False,False,False
2016-08-01,0.017656546724397648,0.01559064115768036,False,False,False
2016-08-02,-0.014804110714805474,0.01591814976540015,False,False,False
2016-08-03,0.012537946426476765,0.015980736382629722,False,False,False
2016-08-04,0.006177670722588902,0.01593033881507298,False,False,False
2016-08-05,0.0152071864266492,0.01606476146580146,False,False,False
2016-08-08,0.00828069635174411,0.014885017484083916,False,False,False
2016-08-09,0.00406029208398162,0.014410976617916633,False,False,False
2016-08-10,-0.007444242339748608,0.014455717549438281,False,False,False
2016-08-11,-0.0006481756967267049,0.01447581015641856,False,False,False
2016-08-12,0.0023161716372073204,0.014403000971388283,False,False,False
2016-08-15,0.01201720005921203,0.014466694093516873,False,False,False
2016-08-16,-0.0009135342578970862,0.014263366995805275,False,False,False
2016-08-17,-0.0014627327105901644,0.014310970899503162,False,False,False
2016-08-18,-0.0012819469269412798,0.014353261311008704,False,False,False
2016-08-19,0.00256718484860996,0.014345097308162375,False,False,False
2016-08-22,-0.007772724616758597,0.014515264185719601,False,False,False
2016-08-23,0.0031335834247174787,0.014515840483534886,False,False,False
2016-08-24,-0.0075332820525801925,0.014563043708921716,False,False,False
2016-08-25,-0.004258398941475727,0.014318076595502568,False,False,False
2016-08-26,-0.005856359292279789,0.014401024330782245,False,False,False
2016-08-29,-0.0011220607277808714,0.014344001626613078,False,False,False
2016-08-30,-0.007676443610894035,0.014460787275277515,False,False,False
2016-08-31,0.0009432117242487159,0.014460651681277584,False,False,False
2016-09-01,0.005937810746093453,0.014403248126455142,False,False,False
2016-09-02,0.009369320538985093,0.014316332135993632,False,False,False
2016-09-06,-0.00027834230288248385,0.01398881502946143,False,False,False
2016-09-07,0.006128172026025558,0.013852031807253121,False,False,False
2016-09-08,-0.026209107385917974,0.00928222069437939,False,True,False
2016-09-09,-0.022649726821903138,0.009933027093637612,False,True,False
2016-09-12,0.022399057034483416,0.010748568109861802,False,True,False
2016-09-13,0.02380493173420639,0.011136095851266391,False,True,False
2016-09-14,0.03538685261358121,0.012403995655786768,False,True,False
2016-09-15,0.033998368905274745,0.01356684618073465,False,True,False
2016-09-16,-0.005624277573259229,0.013649007720855685,False,False,False
2016-09-19,-0.011660323051285282,0.01369008439094964,False,False,False
2016-09-20,-8.795301462971583e-05,0.013641428751890734,False,False,False
2016-09-21,-0.0001762882100084795,0.013637574381799241,False,False,False
2016-09-22,0.009423225979645622,0.013603276637381624,False,False,False
2016-09-23,-0.0166639139168987,0.014021617472042745,False,False,False
2016-09-26,0.0015085176692384294,0.014020850999217384,False,False,False
2016-09-27,0.001860314150744946,0.01388038469382017,False,False,False
2016-09-28,0.007604400894249963,0.013923254657969694,False,False,False
2016-09-29,-0.015532870473038085,0.014257997167129116,False,False,False
2016-09-30,0.007755360142290613,0.014303750924865334,False,False,False
2016-10-03,-0.004688304786918951,0.014342707431270542,False,False,False
2016-10-04,0.004266036043512944,0.01425553212940589,False,False,False
2016-10-05,0.00044246490922050796,0.014253039885680366,False,False,False
2016-10-06,0.007430212941141878,0.014192771771178189,False,False,False
2016-10-07,0.0014928152118656168,0.014146055655812066,False,False,False
2016-10-10,0.017446975259688857,0.014335429520900346,False,False,False
